episode_index,reset_seed,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6
19,829040292,-0.00336875906214118,1.4204084873199463,-0.34123867750167847,0.4216953217983246,0.0,0.0,0.0
20,500441914,-0.004155921749770641,1.4122251272201538,-0.4209713041782379,0.05799638107419014,0.0,0.0,0.0
21,1954303186,0.00247535714879632,1.4032436609268188,0.2507064938545227,-0.3411831855773926,0.0,0.0,0.0
22,1166692149,0.0032290457747876644,1.4139174222946167,0.32704958319664,0.1332091987133026,0.0,0.0,0.0
23,970311284,0.005122470669448376,1.4012153148651123,0.5188323259353638,-0.4313336908817291,0.0,0.0,0.0
24,994047248,-0.005347728729248047,1.405532717704773,-0.541691780090332,-0.2394549697637558,0.0,0.0,0.0
25,1292724342,0.006760215852409601,1.4220569133758545,0.6847137212753296,0.494953453540802,0.0,0.0,0.0
26,1550610129,0.0038878440391272306,1.4055649042129517,0.39378300309181213,-0.23800374567508698,0.0,0.0,0.0
27,33180180,0.003029251005500555,1.422174334526062,0.3068186640739441,0.5001856684684753,0.0,0.0,0.0
28,1549741238,0.004634666256606579,1.4019426107406616,0.4694282114505768,-0.3989975154399872,0.0,0.0,0.0
29,2119324410,0.006025123409926891,1.3984630107879639,0.6102698445320129,-0.5536612272262573,0.0,0.0,0.0
30,47573630,-0.002110004425048828,1.4062867164611816,-0.213723823428154,-0.20592910051345825,0.0,0.0,0.0
31,1402766798,0.006641102023422718,1.4156286716461182,0.6726584434509277,0.20925047993659973,0.0,0.0,0.0
32,1736985230,-0.0006860733265057206,1.418428897857666,-0.06950677931308746,0.33372926712036133,0.0,0.0,0.0
33,996707623,0.006443119142204523,1.40805184841156,0.6526111960411072,-0.1274973601102829,0.0,0.0,0.0
34,327017008,-2.0122528439969756e-05,1.4053736925125122,-0.002051769755780697,-0.2465059757232666,0.0,0.0,0.0
35,481078878,-0.004586124327033758,1.4154739379882812,-0.46453529596328735,0.20238378643989563,0.0,0.0,0.0
36,1768913085,0.0026530264876782894,1.410681128501892,0.2687121331691742,-0.010626795701682568,0.0,0.0,0.0
37,1404684865,-0.005478954408317804,1.4023783206939697,-0.5549701452255249,-0.37965312600135803,0.0,0.0,0.0
38,132668911,-0.00372314453125,1.4010908603668213,-0.3771318793296814,-0.4368724226951599,0.0,0.0,0.0
39,918262559,-0.001867103623226285,1.4064576625823975,-0.18914054334163666,-0.1983252465724945,0.0,0.0,0.0
40,793198720,-0.005969905760139227,1.4035998582839966,-0.6047012805938721,-0.32536569237709045,0.0,0.0,0.0
41,855731955,0.006658649537712336,1.3984023332595825,0.6744336485862732,-0.5563587546348572,0.0,0.0,0.0
42,1196246040,-0.004818820860236883,1.410441517829895,-0.48810553550720215,-0.02128177508711815,0.0,0.0,0.0
43,987027273,0.003695964813232422,1.4192482233047485,0.3743392825126648,0.37013259530067444,0.0,0.0,0.0
44,335812333,0.0007602691766805947,1.4075003862380981,0.07698549330234528,-0.15198394656181335,0.0,0.0,0.0
45,61636833,-0.0012736320495605469,1.4133431911468506,-0.1290316879749298,0.10769453644752502,0.0,0.0,0.0
46,1783168689,0.007796955294907093,1.4120724201202393,0.7897294759750366,0.05118674039840698,0.0,0.0,0.0
47,330139630,0.006273937411606312,1.410992980003357,0.6354721784591675,0.003222782863304019,0.0,0.0,0.0
48,655584412,0.0015113831032067537,1.4167795181274414,0.15307852625846863,0.26041799783706665,0.0,0.0,0.0
49,840914785,0.0007282256847247481,1.4220294952392578,0.07374848425388336,0.49375006556510925,0.0,0.0,0.0
50,1692559281,0.004701518919318914,1.413804531097412,0.4761922359466553,0.12818342447280884,0.0,0.0,0.0
51,1056046841,-0.0010187148582190275,1.4033699035644531,-0.10320248454809189,-0.3355633318424225,0.0,0.0,0.0
52,1580024342,-0.00585517892614007,1.4183849096298218,-0.5930795669555664,0.3317498564720154,0.0,0.0,0.0
53,1139378284,-0.003963947296142578,1.4007163047790527,-0.40152162313461304,-0.4535069167613983,0.0,0.0,0.0
54,1933401080,-0.00024299621873069555,1.4174504280090332,-0.024630777537822723,0.2902318835258484,0.0,0.0,0.0
55,756121258,-0.006376361940056086,1.4135571718215942,-0.6458841562271118,0.11718317866325378,0.0,0.0,0.0
56,777896714,-0.0055253030732274055,1.4171886444091797,-0.5596703290939331,0.27859121561050415,0.0,0.0,0.0
57,1259840859,-0.0074447630904614925,1.3995070457458496,-0.7540910840034485,-0.5072807669639587,0.0,0.0,0.0
58,1967394020,-0.003403091337531805,1.4114354848861694,-0.34471991658210754,0.0229001697152853,0.0,0.0,0.0
59,1449267987,0.004832935519516468,1.4066481590270996,0.4895082116127014,-0.1898723989725113,0.0,0.0,0.0
60,865829840,-0.004795360378921032,1.4205663204193115,-0.4857345521450043,0.4287053048610687,0.0,0.0,0.0
61,1212887003,0.006068420596420765,1.42057204246521,0.6146566271781921,0.428956001996994,0.0,0.0,0.0
62,1478030336,0.006192588713020086,1.4173909425735474,0.6272273659706116,0.2875852584838867,0.0,0.0,0.0
63,1692503548,0.005016899202018976,1.4116445779800415,0.508145272731781,0.03219584748148918,0.0,0.0,0.0
64,430828717,0.002505779266357422,1.4175151586532593,0.2537945508956909,0.293113648891449,0.0,0.0,0.0
65,57315423,0.0019614219199866056,1.4199048280715942,0.19866207242012024,0.39931392669677734,0.0,0.0,0.0
66,1085470789,-0.005040454678237438,1.4197125434875488,-0.5105684399604797,0.39076265692710876,0.0,0.0,0.0
67,1303337958,-0.0031193732284009457,1.4111859798431396,-0.31598442792892456,0.0118165398016572,0.0,0.0,0.0
68,1124770563,-0.0077073099091649055,1.4162750244140625,-0.7806742191314697,0.2379632443189621,0.0,0.0,0.0
69,1223071738,-0.002739048097282648,1.4073803424835205,-0.2774643898010254,-0.15731708705425262,0.0,0.0,0.0
70,1942128127,0.004555797670036554,1.398535966873169,0.46144169569015503,-0.5504114031791687,0.0,0.0,0.0
71,996607899,-0.0005383491516113281,1.4220290184020996,-0.054542191326618195,0.4937211275100708,0.0,0.0,0.0
72,1737866112,0.003701877547428012,1.4058420658111572,0.37495091557502747,-0.22569908201694489,0.0,0.0,0.0
73,757340419,-0.0017573356162756681,1.4039921760559082,-0.17801547050476074,-0.30790627002716064,0.0,0.0,0.0
74,753481078,7.314681715797633e-05,1.4097825288772583,0.007394587155431509,-0.050552625209093094,0.0,0.0,0.0
75,267036560,0.004356765653938055,1.407854437828064,0.44127926230430603,-0.1362551897764206,0.0,0.0,0.0
76,545894397,0.0038591385819017887,1.4197561740875244,0.39087608456611633,0.39271825551986694,0.0,0.0,0.0
77,1135396990,-0.005801200866699219,1.415639042854309,-0.5876120328903198,0.2097192257642746,0.0,0.0,0.0
78,298179044,0.00017871856107376516,1.4133559465408325,0.018087202683091164,0.10826244950294495,0.0,0.0,0.0
79,125123540,0.002760982606559992,1.421201467514038,0.2796355187892914,0.4569438099861145,0.0,0.0,0.0
80,591410935,-0.0029812813736498356,1.3992047309875488,-0.30199143290519714,-0.5206929445266724,0.0,0.0,0.0
81,1481583176,0.004800605587661266,1.411911964416504,0.48622947931289673,0.04407082870602608,0.0,0.0,0.0
82,1667192397,-0.005645466037094593,1.4048579931259155,-0.5718492269515991,-0.2694408595561981,0.0,0.0,0.0
83,609237933,0.006710147950798273,1.4097918272018433,0.6796497106552124,-0.05016403645277023,0.0,0.0,0.0
84,1201714534,-0.004096031188964844,1.3983979225158691,-0.41489753127098083,-0.5565444827079773,0.0,0.0,0.0
85,1063402990,0.006363868713378906,1.4126222133636475,0.6445678472518921,0.0756281241774559,0.0,0.0,0.0
86,282464540,-0.00028743743314407766,1.399671196937561,-0.029136518016457558,-0.499946653842926,0.0,0.0,0.0
87,235932419,0.006418132688850164,1.4063937664031982,0.6500697731971741,-0.20118539035320282,0.0,0.0,0.0
88,599786137,-0.006127452943474054,1.4110262393951416,-0.6206560730934143,0.004698348231613636,0.0,0.0,0.0
89,767575573,0.006448554806411266,1.4157648086547852,0.6531586050987244,0.2152930349111557,0.0,0.0,0.0
90,279323583,0.0003639221249613911,1.3983962535858154,0.03684736415743828,-0.5566145777702332,0.0,0.0,0.0
91,1715869078,-0.0054336548782885075,1.4105181694030762,-0.5503959655761719,-0.017873505130410194,0.0,0.0,0.0
92,1335238929,-0.007874583825469017,1.4016495943069458,-0.7976261377334595,-0.4120439887046814,0.0,0.0,0.0
93,1852856207,0.0049721719697117805,1.413794755935669,0.5036092400550842,0.12775467336177826,0.0,0.0,0.0
94,1995117280,0.004864311311393976,1.4065055847167969,0.49268728494644165,-0.19620364904403687,0.0,0.0,0.0
95,1132105043,0.007270431611686945,1.4141720533370972,0.7364097237586975,0.14451156556606293,0.0,0.0,0.0
96,1226917952,-0.0012369155883789062,1.3996974229812622,-0.1253054291009903,-0.4987927973270416,0.0,0.0,0.0
97,1188830806,-0.004408454988151789,1.4103518724441528,-0.44653597474098206,-0.025272242724895477,0.0,0.0,0.0
98,560171774,0.0004467964172363281,1.4198377132415771,0.04523160681128502,0.3963361978530884,0.0,0.0,0.0
99,1425889133,-0.0007171630859375,1.4156020879745483,-0.07265978306531906,0.20808692276477814,0.0,0.0,0.0
100,2122019934,0.003943061921745539,1.399886131286621,0.399372398853302,-0.4904128611087799,0.0,0.0,0.0
101,2067582123,-0.0013019561301916838,1.4175583124160767,-0.1318908929824829,0.2950316369533539,0.0,0.0,0.0
102,1591649070,-0.00614242535084486,1.4109894037246704,-0.6221731901168823,0.0030662233475595713,0.0,0.0,0.0
103,604745017,-0.003134059952571988,1.4147100448608398,-0.317472904920578,0.1684454381465912,0.0,0.0,0.0
104,532366249,-0.0014433860778808594,1.4135321378707886,-0.14621615409851074,0.11608720570802689,0.0,0.0,0.0
105,320993646,-0.0005271911504678428,1.417622447013855,-0.05341734364628792,0.2978752553462982,0.0,0.0,0.0
106,108442288,-0.004690933041274548,1.4159867763519287,-0.475161612033844,0.22517774999141693,0.0,0.0,0.0
107,1663943033,-0.0020838738419115543,1.4198918342590332,-0.211083322763443,0.39873847365379333,0.0,0.0,0.0
108,1318116718,-0.004678821656852961,1.4200997352600098,-0.47393909096717834,0.40798458456993103,0.0,0.0,0.0
109,821091633,0.0032602311111986637,1.4062395095825195,0.3302110731601715,-0.2080260068178177,0.0,0.0,0.0
110,1164182530,-0.0023326873779296875,1.4114758968353271,-0.23629292845726013,0.024707017466425896,0.0,0.0,0.0
111,628265277,0.0013087273109704256,1.4116780757904053,0.1325281411409378,0.03368337079882622,0.0,0.0,0.0
112,691927298,0.005206203553825617,1.4065576791763306,0.527301013469696,-0.1938931792974472,0.0,0.0,0.0
113,2053975493,0.006880378816276789,1.4134583473205566,0.6968835592269897,0.11279713362455368,0.0,0.0,0.0
114,1576210418,-0.004930687136948109,1.3997539281845093,-0.4994380474090576,-0.49628159403800964,0.0,0.0,0.0
115,1189256947,-0.003330803010612726,1.4160995483398438,-0.33740073442459106,0.23019126057624817,0.0,0.0,0.0
116,1892270804,0.003173828125,1.4053943157196045,0.32146912813186646,-0.2455883026123047,0.0,0.0,0.0
117,1513690440,0.0026768683455884457,1.4063249826431274,0.27112627029418945,-0.20423369109630585,0.0,0.0,0.0
118,1824683614,0.004012680146843195,1.4160603284835815,0.40641817450523376,0.22844500839710236,0.0,0.0,0.0
119,2047160467,-0.0026230812072753906,1.4019947052001953,-0.2657087445259094,-0.39668142795562744,0.0,0.0,0.0
120,1858857521,-0.0005507469177246094,1.420670986175537,-0.05580226704478264,0.43336865305900574,0.0,0.0,0.0
121,1998266415,-0.0027400017715990543,1.3987500667572021,-0.2775564193725586,-0.5408855080604553,0.0,0.0,0.0
122,855061123,0.006395530886948109,1.404165267944336,0.6477735042572021,-0.30022934079170227,0.0,0.0,0.0
123,666881269,0.0011093139182776213,1.4211360216140747,0.11235424131155014,0.4540410339832306,0.0,0.0,0.0
124,1841569995,0.0013974190223962069,1.4149426221847534,0.14152605831623077,0.17877888679504395,0.0,0.0,0.0
125,790141216,0.0050064087845385075,1.4157227277755737,0.5070792436599731,0.21343959867954254,0.0,0.0,0.0
126,1554612623,-7.762909081066027e-05,1.4095830917358398,-0.007880670949816704,-0.05942646786570549,0.0,0.0,0.0
127,722591304,-0.0016504287486895919,1.4038434028625488,-0.16719037294387817,-0.3145144283771515,0.0,0.0,0.0
128,522677125,0.0016022681957110763,1.4217140674591064,0.16226547956466675,0.4797378480434418,0.0,0.0,0.0
129,1278831500,0.006446266081184149,1.4004484415054321,0.6529377698898315,-0.46543172001838684,0.0,0.0,0.0
130,1144861349,0.0030569075606763363,1.3985531330108643,0.3096165955066681,-0.5496445298194885,0.0,0.0,0.0
131,1491593176,0.0006109237438067794,1.4126256704330444,0.061860788613557816,0.07579515129327774,0.0,0.0,0.0
132,557018988,-0.004942512605339289,1.408088207244873,-0.500634491443634,-0.125867560505867,0.0,0.0,0.0
133,640140407,0.0015721321105957031,1.4176628589630127,0.15922370553016663,0.29968035221099854,0.0,0.0,0.0
134,1968042066,0.005485630128532648,1.398587703704834,0.555609405040741,-0.5481215119361877,0.0,0.0,0.0
135,165207007,0.0037572861183434725,1.4199411869049072,0.38055893778800964,0.4009334444999695,0.0,0.0,0.0
136,690747577,0.004772663116455078,1.411926507949829,0.48339757323265076,0.044727884232997894,0.0,0.0,0.0
137,209569456,-0.0032029151916503906,1.4068142175674438,-0.3244277834892273,-0.18248389661312103,0.0,0.0,0.0
138,1589154634,-0.0028273581992834806,1.403111219406128,-0.2863948941230774,-0.34706050157546997,0.0,0.0,0.0
139,155525746,-0.004730415530502796,1.4030003547668457,-0.47916245460510254,-0.3519996106624603,0.0,0.0,0.0
140,640181559,0.004277038387954235,1.4217482805252075,0.4332079291343689,0.48124974966049194,0.0,0.0,0.0
141,643961845,-0.007766819093376398,1.4116086959838867,-0.7867164015769958,0.030573546886444092,0.0,0.0,0.0
142,292682900,0.001049041748046875,1.4050360918045044,0.10623065382242203,-0.26150980591773987,0.0,0.0,0.0
143,1182809439,0.005231666378676891,1.4122287034988403,0.5298884510993958,0.05815077945590019,0.0,0.0,0.0
144,228694801,0.004055500030517578,1.406268835067749,0.4107553958892822,-0.206722691655159,0.0,0.0,0.0
145,1978272775,-0.004543018527328968,1.4003183841705322,-0.4601804316043854,-0.47119998931884766,0.0,0.0,0.0
146,397925997,0.0011777877807617188,1.4170429706573486,0.1192881315946579,0.2721307575702667,0.0,0.0,0.0
147,1411496010,0.0044803619384765625,1.4002130031585693,0.45379695296287537,-0.47588014602661133,0.0,0.0,0.0
148,2040253396,-0.0025053024291992188,1.4171693325042725,-0.2537732720375061,0.2777462601661682,0.0,0.0,0.0
149,1288742939,-0.004679203033447266,1.4010705947875977,-0.47397923469543457,-0.4377598464488983,0.0,0.0,0.0
150,655244913,0.005986404605209827,1.3999197483062744,0.6063319444656372,-0.4889156222343445,0.0,0.0,0.0
151,882362124,-0.0018557548755779862,1.4073193073272705,-0.187986359000206,-0.16003543138504028,0.0,0.0,0.0
152,58072078,-0.004297351930290461,1.4169211387634277,-0.43529707193374634,0.26671212911605835,0.0,0.0,0.0
153,1413155358,-0.004743480589240789,1.4082179069519043,-0.48049139976501465,-0.12009945511817932,0.0,0.0,0.0
154,1597085888,-0.0022335052490234375,1.4174929857254028,-0.22624513506889343,0.29212361574172974,0.0,0.0,0.0
155,1660791654,0.0039037703536450863,1.4113963842391968,0.39539721608161926,0.021160803735256195,0.0,0.0,0.0
156,547013947,0.006453895475715399,1.4027165174484253,0.6537055969238281,-0.3646295666694641,0.0,0.0,0.0
157,601119905,0.001848411513492465,1.409398078918457,0.18720576167106628,-0.06764267385005951,0.0,0.0,0.0
158,183930468,0.005191612057387829,1.4149166345596313,0.5258272886276245,0.17760317027568817,0.0,0.0,0.0
159,76580041,-0.006388568785041571,1.4116532802581787,-0.6471189856529236,0.032573308795690536,0.0,0.0,0.0
160,1210587287,-0.0002535819949116558,1.399570345878601,-0.02569759264588356,-0.5044353604316711,0.0,0.0,0.0
161,1017570162,0.006181907840073109,1.4182403087615967,0.6261424422264099,0.3253292739391327,0.0,0.0,0.0
162,34616325,-0.004022121429443359,1.4144599437713623,-0.40740877389907837,0.15732111036777496,0.0,0.0,0.0
163,680458915,0.003027629805728793,1.416794776916504,0.30665072798728943,0.26109012961387634,0.0,0.0,0.0
164,1436385054,0.002103138016536832,1.4206353425979614,0.2130102664232254,0.43178749084472656,0.0,0.0,0.0
165,1854016456,-0.002201557159423828,1.410183072090149,-0.22302000224590302,-0.03276509419083595,0.0,0.0,0.0
166,1424607714,0.007640075869858265,1.4167745113372803,0.7738530039787292,0.260171115398407,0.0,0.0,0.0
167,1035259758,0.00036115647526457906,1.4101083278656006,0.036575622856616974,-0.036071911454200745,0.0,0.0,0.0
168,1159502999,0.002784347627311945,1.4193750619888306,0.281999796628952,0.37578025460243225,0.0,0.0,0.0
169,895761983,-0.0017871856689453125,1.4194915294647217,-0.1810438185930252,0.3809465169906616,0.0,0.0,0.0
170,800114759,0.004022789187729359,1.410438060760498,0.4074341356754303,-0.021429453045129776,0.0,0.0,0.0
171,331813085,-0.006083107087761164,1.4165921211242676,-0.6161772012710571,0.25206929445266724,0.0,0.0,0.0
172,1765720776,-0.007262325379997492,1.4163286685943604,-0.7356175780296326,0.24036279320716858,0.0,0.0,0.0
173,1119702354,-0.00019130707369185984,1.4138990640640259,-0.0193875040858984,0.13240094482898712,0.0,0.0,0.0
174,2085610471,-0.007099247071892023,1.4159554243087769,-0.7190931439399719,0.22377434372901917,0.0,0.0,0.0
175,1933203818,-0.0003945350763387978,1.4064443111419678,-0.03997211903333664,-0.19892452657222748,0.0,0.0,0.0
176,326661076,0.002090835478156805,1.4123668670654297,0.21176163852214813,0.06429554522037506,0.0,0.0,0.0
177,333569769,-0.0069747925736010075,1.4141066074371338,-0.7064930200576782,0.14160262048244476,0.0,0.0,0.0
178,1104070446,-0.00032634736271575093,1.4070756435394287,-0.03307589143514633,-0.17086711525917053,0.0,0.0,0.0
179,1731446520,-0.0037790299393236637,1.4030535221099854,-0.382781445980072,-0.3496333360671997,0.0,0.0,0.0
180,30398144,-0.007216834928840399,1.4222571849822998,-0.7310124039649963,0.5038453340530396,0.0,0.0,0.0
181,601571461,0.004170417785644531,1.399163842201233,0.42240992188453674,-0.522504985332489,0.0,0.0,0.0
182,1761571900,-0.005612277891486883,1.4101712703704834,-0.5684869885444641,-0.033291421830654144,0.0,0.0,0.0
183,2037228746,-0.0021344185806810856,1.4170808792114258,-0.21620085835456848,0.27381524443626404,0.0,0.0,0.0
184,1125891444,0.0022978782653808594,1.4162415266036987,0.23273566365242004,0.23650547862052917,0.0,0.0,0.0
185,529454605,0.007445907685905695,1.4158546924591064,0.7541672587394714,0.21929532289505005,0.0,0.0,0.0
186,881468436,0.005593013949692249,1.4140783548355103,0.5664807558059692,0.1403551995754242,0.0,0.0,0.0
187,519090013,-0.00396804790943861,1.406916856765747,-0.4019377827644348,-0.1779220700263977,0.0,0.0,0.0
188,1945122004,0.007323741912841797,1.4091358184814453,0.7418100833892822,-0.07933199405670166,0.0,0.0,0.0
189,696915611,-0.005028820130974054,1.411788821220398,-0.5093837976455688,0.03860142081975937,0.0,0.0,0.0
190,1488107244,-0.0042053223587572575,1.4066375494003296,-0.42596378922462463,-0.19034889340400696,0.0,0.0,0.0
191,1286599432,-0.0015997886657714844,1.4165905714035034,-0.16207163035869598,0.25201958417892456,0.0,0.0,0.0
192,395508860,0.001605987548828125,1.4063767194747925,0.16264863312244415,-0.20192591845989227,0.0,0.0,0.0
193,1782068829,0.006463813595473766,1.417673945426941,0.6547068357467651,0.30015048384666443,0.0,0.0,0.0
194,1405674971,0.004687309265136719,1.416719913482666,0.47474926710128784,0.2577609717845917,0.0,0.0,0.0
195,1733842020,0.0023757934104651213,1.399445652961731,0.24063387513160706,-0.5099771618843079,0.0,0.0,0.0
196,443800521,-0.00033464431180618703,1.4066404104232788,-0.03390973433852196,-0.19021521508693695,0.0,0.0,0.0
197,405230516,-0.006009960081428289,1.411073923110962,-0.6087609529495239,0.006819156464189291,0.0,0.0,0.0
198,57367581,-0.005422115325927734,1.4037586450576782,-0.5492249131202698,-0.3183002173900604,0.0,0.0,0.0
199,2005015799,0.0006430625799112022,1.4062763452529907,0.06511248648166656,-0.20639601349830627,0.0,0.0,0.0
200,1177321486,-0.004461192991584539,1.4159058332443237,-0.45189619064331055,0.2215777486562729,0.0,0.0,0.0
201,378063510,-0.006911182310432196,1.419177532196045,-0.700042188167572,0.3669765591621399,0.0,0.0,0.0
202,363459266,-0.0021354674827307463,1.4103915691375732,-0.21631941199302673,-0.023487413302063942,0.0,0.0,0.0
203,1915122341,-0.00036869049654342234,1.4036743640899658,-0.03735283762216568,-0.32203611731529236,0.0,0.0,0.0
204,525847875,0.0010629653697833419,1.4150853157043457,0.10764531791210175,0.18512405455112457,0.0,0.0,0.0
205,1595926393,0.005584812257438898,1.4076275825500488,0.5656489133834839,-0.14635378122329712,0.0,0.0,0.0
206,1118392748,-0.0009072303655557334,1.4130486249923706,-0.09191010892391205,0.09459884464740753,0.0,0.0,0.0
207,1471502701,-0.0003459930303506553,1.3982819318771362,-0.03505798429250717,-0.5616987347602844,0.0,0.0,0.0
208,1862173400,0.0003855705144815147,1.4045891761779785,0.03904242441058159,-0.2813750207424164,0.0,0.0,0.0
209,1731489190,0.0011131286155432463,1.409411907196045,0.11273013055324554,-0.06703481823205948,0.0,0.0,0.0
210,1210527958,0.0009459495777264237,1.4182056188583374,0.09580373764038086,0.323807030916214,0.0,0.0,0.0
211,1081300311,0.007834243588149548,1.4214919805526733,0.7935094237327576,0.46983909606933594,0.0,0.0,0.0
212,718095887,-0.007376766297966242,1.4144376516342163,-0.7471998929977417,0.15630494058132172,0.0,0.0,0.0
213,861582776,0.0044075013138353825,1.411285638809204,0.44641438126564026,0.01623471826314926,0.0,0.0,0.0
214,1868788392,0.0007995605701580644,1.3997993469238281,0.08097465336322784,-0.4942554831504822,0.0,0.0,0.0
215,1767213773,-0.005959224887192249,1.418703556060791,-0.6036216616630554,0.3459094166755676,0.0,0.0,0.0
216,555081244,-0.0038475990295410156,1.411196231842041,-0.38973814249038696,0.012265598401427269,0.0,0.0,0.0
217,1644187044,0.0010040283668786287,1.4115076065063477,0.1016840711236,0.02610340714454651,0.0,0.0,0.0
218,1329619353,-0.007445049472153187,1.4211379289627075,-0.7541223764419556,0.4540954828262329,0.0,0.0,0.0
219,498403083,0.003965568728744984,1.3982954025268555,0.40163618326187134,-0.561104416847229,0.0,0.0,0.0
220,503935537,0.003720569657161832,1.4093186855316162,0.37683922052383423,-0.07118313014507294,0.0,0.0,0.0
221,1671847364,0.007369518280029297,1.4035286903381348,0.746433675289154,-0.3285253345966339,0.0,0.0,0.0
222,166999091,-0.004318428225815296,1.4058181047439575,-0.43742576241493225,-0.22676581144332886,0.0,0.0,0.0
223,355439929,-0.006465149112045765,1.4186606407165527,-0.6548737287521362,0.3440007269382477,0.0,0.0,0.0
224,1825701294,-0.0036327361594885588,1.4144518375396729,-0.3679760992527008,0.1569558084011078,0.0,0.0,0.0
225,1070062479,0.003486728761345148,1.4093064069747925,0.3531518876552582,-0.07172246277332306,0.0,0.0,0.0
226,1921061091,0.0074443817138671875,1.4017906188964844,0.7540087699890137,-0.40577638149261475,0.0,0.0,0.0
227,665337882,0.004990768618881702,1.4001952409744263,0.5054969191551208,-0.4766715168952942,0.0,0.0,0.0
228,425038141,0.00016622543625999242,1.3991870880126953,0.01681327074766159,-0.5214621424674988,0.0,0.0,0.0
229,1206333416,-0.004564380738884211,1.4023332595825195,-0.46233829855918884,-0.38164952397346497,0.0,0.0,0.0
230,1493229266,-0.0005093574291095138,1.3986011743545532,-0.05160437151789665,-0.5475035309791565,0.0,0.0,0.0
231,259402439,0.007240009494125843,1.4111818075180054,0.7333234548568726,0.011612719856202602,0.0,0.0,0.0
232,1260069654,0.003917503170669079,1.4067212343215942,0.3967803418636322,-0.18662843108177185,0.0,0.0,0.0
233,1118662154,-0.006384658627212048,1.4112962484359741,-0.6467270851135254,0.01670514978468418,0.0,0.0,0.0
234,947303217,-0.001268672989681363,1.4101977348327637,-0.12852095067501068,-0.03210218995809555,0.0,0.0,0.0
235,958743842,-0.0004162788391113281,1.4156098365783691,-0.0421786792576313,0.2084365040063858,0.0,0.0,0.0
236,1043039138,-0.005489635281264782,1.4042282104492188,-0.5560461282730103,-0.2974288761615753,0.0,0.0,0.0
237,899532012,-0.0067307474091649055,1.417097806930542,-0.6817653775215149,0.27453792095184326,0.0,0.0,0.0
238,526938441,-0.0025196075439453125,1.4035135507583618,-0.255226731300354,-0.3291744589805603,0.0,0.0,0.0
239,987523132,-0.004214954562485218,1.4070308208465576,-0.4269508421421051,-0.172868549823761,0.0,0.0,0.0
240,2135997726,0.006898307707160711,1.4131828546524048,0.6987132430076599,0.10054091364145279,0.0,0.0,0.0
241,78310008,-0.004433917813003063,1.4069288969039917,-0.44912880659103394,-0.17740540206432343,0.0,0.0,0.0
242,1854171446,0.007808685302734375,1.421114444732666,0.7909075021743774,0.453052818775177,0.0,0.0,0.0
243,1861226083,0.0023915290366858244,1.4132437705993652,0.24222390353679657,0.1032717302441597,0.0,0.0,0.0
244,891323740,0.007241725921630859,1.420659065246582,0.7335060238838196,0.43282651901245117,0.0,0.0,0.0
245,706394901,-0.001592445420101285,1.42057204246521,-0.1613205373287201,0.42897021770477295,0.0,0.0,0.0
246,1139894538,-0.006846236996352673,1.4094982147216797,-0.6934521794319153,-0.06322096288204193,0.0,0.0,0.0
247,1835732848,-0.00219383230432868,1.3993117809295654,-0.22223296761512756,-0.5159366726875305,0.0,0.0,0.0
