episode_index,reset_seed,x,y,vx,vy,theta,omega,left_contact,right_contact
119,2047160467,-0.0026230812072753906,1.4019947052001953,-0.2657087445259094,-0.39668142795562744,0.003046320518478751,0.06018694490194321,0.0,0.0
120,1858857521,-0.0005507469177246094,1.420670986175537,-0.05580226704478264,0.43336865305900574,0.0006450037471950054,0.012640045955777168,0.0,0.0
121,1998266415,-0.0027400017715990543,1.3987500667572021,-0.2775564193725586,-0.5408855080604553,0.003181848209351301,0.06287071853876114,0.0,0.0
122,855061123,0.006395530886948109,1.404165267944336,0.6477735042572021,-0.30022934079170227,-0.007403948809951544,-0.14673040807247162,0.0,0.0
123,666881269,0.0011093139182776213,1.4211360216140747,0.11235424131155014,0.4540410339832306,-0.001278713345527649,-0.02544996701180935,0.0,0.0
124,1841569995,0.0013974190223962069,1.4149426221847534,0.14152605831623077,0.17877888679504395,-0.0016124425455927849,-0.03205779567360878,0.0,0.0
125,790141216,0.0050064087845385075,1.4157227277755737,0.5070792436599731,0.21343959867954254,-0.0057943956926465034,-0.11486119031906128,0.0,0.0
126,1554612623,-7.762909081066027e-05,1.4095830917358398,-0.007880670949816704,-0.05942646786570549,9.674862667452544e-05,0.0017850843723863363,0.0,0.0
127,722591304,-0.0016504287486895919,1.4038434028625488,-0.16719037294387817,-0.3145144283771515,0.0019192772451788187,0.037871114909648895,0.0,0.0
128,522677125,0.0016022681957110763,1.4217140674591064,0.16226547956466675,0.4797378480434418,-0.001849717227742076,-0.036755505949258804,0.0,0.0
129,1278831500,0.006446266081184149,1.4004484415054321,0.6529377698898315,-0.46543172001838684,-0.0074629816226661205,-0.14790010452270508,0.0,0.0
130,1144861349,0.0030569075606763363,1.3985531330108643,0.3096165955066681,-0.5496445298194885,-0.0035354187712073326,-0.07013281434774399,0.0,0.0
131,1491593176,0.0006109237438067794,1.4126256704330444,0.061860788613557816,0.07579515129327774,-0.0007010788540355861,-0.01401239912956953,0.0,0.0
132,557018988,-0.004942512605339289,1.408088207244873,-0.500634491443634,-0.125867560505867,0.005733887664973736,0.11340118944644928,0.0,0.0
133,640140407,0.0015721321105957031,1.4176628589630127,0.15922370553016663,0.29968035221099854,-0.0018149196403101087,-0.03606656938791275,0.0,0.0
134,1968042066,0.005485630128532648,1.398587703704834,0.555609405040741,-0.5481215119361877,-0.006349575240164995,-0.1258537769317627,0.0,0.0
135,165207007,0.0037572861183434725,1.4199411869049072,0.38055893778800964,0.4009334444999695,-0.004346977919340134,-0.0862022414803505,0.0,0.0
136,690747577,0.004772663116455078,1.411926507949829,0.48339757323265076,0.044727884232997894,-0.005523476749658585,-0.10949680954217911,0.0,0.0
137,209569456,-0.0032029151916503906,1.4068142175674438,-0.3244277834892273,-0.18248389661312103,0.0037180755753070116,0.07348758727312088,0.0,0.0
138,1589154634,-0.0028273581992834806,1.403111219406128,-0.2863948941230774,-0.34706050157546997,0.0032829800620675087,0.06487257033586502,0.0,0.0
139,155525746,-0.004730415530502796,1.4030003547668457,-0.47916245460510254,-0.3519996106624603,0.005488228984177113,0.10853753983974457,0.0,0.0
140,640181559,0.004277038387954235,1.4217482805252075,0.4332079291343689,0.48124974966049194,-0.0049492851831018925,-0.09812808781862259,0.0,0.0
141,643961845,-0.007766819093376398,1.4116086959838867,-0.7867164015769958,0.030573546886444092,0.009006645530462265,0.17820300161838531,0.0,0.0
142,292682900,0.001049041748046875,1.4050360918045044,0.10623065382242203,-0.26150980591773987,-0.0012086796341463923,-0.02406282350420952,0.0,0.0
143,1182809439,0.005231666378676891,1.4122287034988403,0.5298884510993958,0.05815077945590019,-0.006055325269699097,-0.12002775818109512,0.0,0.0
144,228694801,0.004055500030517578,1.406268835067749,0.4107553958892822,-0.206722691655159,-0.004692442715167999,-0.09304212033748627,0.0,0.0
145,1978272775,-0.004543018527328968,1.4003183841705322,-0.4601804316043854,-0.47119998931884766,0.005271071568131447,0.10423769801855087,0.0,0.0
146,397925997,0.0011777877807617188,1.4170429706573486,0.1192881315946579,0.2721307575702667,-0.0013580293161794543,-0.027020584791898727,0.0,0.0
147,1411496010,0.0044803619384765625,1.4002130031585693,0.45379695296287537,-0.47588014602661133,-0.0051848371513187885,-0.10279184579849243,0.0,0.0
148,2040253396,-0.0025053024291992188,1.4171693325042725,-0.2537732720375061,0.2777462601661682,0.0029097972437739372,0.0574834942817688,0.0,0.0
149,1288742939,-0.004679203033447266,1.4010705947875977,-0.47397923469543457,-0.4377598464488983,0.005428939592093229,0.10736341774463654,0.0,0.0
150,655244913,0.005986404605209827,1.3999197483062744,0.6063319444656372,-0.4889156222343445,-0.006929866503924131,-0.13734325766563416,0.0,0.0
151,882362124,-0.0018557548755779862,1.4073193073272705,-0.187986359000206,-0.16003543138504028,0.002157176611945033,0.042581718415021896,0.0,0.0
152,58072078,-0.004297351930290461,1.4169211387634277,-0.43529707193374634,0.26671212911605835,0.004986428190022707,0.09860126674175262,0.0,0.0
153,1413155358,-0.004743480589240789,1.4082179069519043,-0.48049139976501465,-0.12009945511817932,0.005503431428223848,0.1088385358452797,0.0,0.0
154,1597085888,-0.0022335052490234375,1.4174929857254028,-0.22624513506889343,0.29212361574172974,0.002594864461570978,0.05124789476394653,0.0,0.0
155,1660791654,0.0039037703536450863,1.4113963842391968,0.39539721608161926,0.021160803735256195,-0.004516747314482927,-0.08956338465213776,0.0,0.0
156,547013947,0.006453895475715399,1.4027165174484253,0.6537055969238281,-0.3646295666694641,-0.007471770513802767,-0.14807403087615967,0.0,0.0
157,601119905,0.001848411513492465,1.409398078918457,0.18720576167106628,-0.06764267385005951,-0.002135042566806078,-0.04240488260984421,0.0,0.0
158,183930468,0.005191612057387829,1.4149166345596313,0.5258272886276245,0.17760317027568817,-0.006008888129144907,-0.11910778284072876,0.0,0.0
159,76580041,-0.006388568785041571,1.4116532802581787,-0.6471189856529236,0.032573308795690536,0.007409663405269384,0.14658215641975403,0.0,0.0
160,1210587287,-0.0002535819949116558,1.399570345878601,-0.02569759264588356,-0.5044353604316711,0.00030059594428166747,0.005820919759571552,0.0,0.0
161,1017570162,0.006181907840073109,1.4182403087615967,0.6261424422264099,0.3253292739391327,-0.007156470790505409,-0.14183060824871063,0.0,0.0
162,34616325,-0.004022121429443359,1.4144599437713623,-0.40740877389907837,0.15732111036777496,0.004667393863201141,0.09228414297103882,0.0,0.0
163,680458915,0.003027629805728793,1.416794776916504,0.30665072798728943,0.26109012961387634,-0.003501484403386712,-0.06946099549531937,0.0,0.0
164,1436385054,0.002103138016536832,1.4206353425979614,0.2130102664232254,0.43178749084472656,-0.002430229214951396,-0.04824990779161453,0.0,0.0
165,1854016456,-0.002201557159423828,1.410183072090149,-0.22302000224590302,-0.03276509419083595,0.0025579421781003475,0.05051737278699875,0.0,0.0
166,1424607714,0.007640075869858265,1.4167745113372803,0.7738530039787292,0.260171115398407,-0.008846266195178032,-0.17528924345970154,0.0,0.0
167,1035259758,0.00036115647526457906,1.4101083278656006,0.036575622856616974,-0.036071911454200745,-0.00041179306572303176,-0.008284932002425194,0.0,0.0
168,1159502999,0.002784347627311945,1.4193750619888306,0.281999796628952,0.37578025460243225,-0.0032194836530834436,-0.0638771802186966,0.0,0.0
169,895761983,-0.0017871856689453125,1.4194915294647217,-0.1810438185930252,0.3809465169906616,0.002077755518257618,0.04100910574197769,0.0,0.0
170,800114759,0.004022789187729359,1.410438060760498,0.4074341356754303,-0.021429453045129776,-0.0046544503420591354,-0.09228985011577606,0.0,0.0
171,331813085,-0.006083107087761164,1.4165921211242676,-0.6161772012710571,0.25206929445266724,0.007055678870528936,0.13957342505455017,0.0,0.0
172,1765720776,-0.007262325379997492,1.4163286685943604,-0.7356175780296326,0.24036279320716858,0.008422080427408218,0.16662828624248505,0.0,0.0
173,1119702354,-0.00019130707369185984,1.4138990640640259,-0.0193875040858984,0.13240094482898712,0.00022841179452370852,0.00439156498759985,0.0,0.0
174,2085610471,-0.007099247071892023,1.4159554243087769,-0.7190931439399719,0.22377434372901917,0.008233063854277134,0.1628853976726532,0.0,0.0
175,1933203818,-0.0003945350763387978,1.4064443111419678,-0.03997211903333664,-0.19892452657222748,0.00046390044735744596,0.009054267778992653,0.0,0.0
176,326661076,0.002090835478156805,1.4123668670654297,0.21176163852214813,0.06429554522037506,-0.0024159604217857122,-0.047967180609703064,0.0,0.0
177,333569769,-0.0069747925736010075,1.4141066074371338,-0.7064930200576782,0.14160262048244476,0.008088885806500912,0.16003122925758362,0.0,0.0
178,1104070446,-0.00032634736271575093,1.4070756435394287,-0.03307589143514633,-0.17086711525917053,0.0003849922213703394,0.007492197211831808,0.0,0.0
179,1731446520,-0.0037790299393236637,1.4030535221099854,-0.382781445980072,-0.3496333360671997,0.004385659471154213,0.08670560270547867,0.0,0.0
180,30398144,-0.007216834928840399,1.4222571849822998,-0.7310124039649963,0.5038453340530396,0.00836938340216875,0.16558519005775452,0.0,0.0
181,601571461,0.004170417785644531,1.399163842201233,0.42240992188453674,-0.522504985332489,-0.004825760144740343,-0.09568224847316742,0.0,0.0
182,1761571900,-0.005612277891486883,1.4101712703704834,-0.5684869885444641,-0.033291421830654144,0.006510100327432156,0.12877073884010315,0.0,0.0
183,2037228746,-0.0021344185806810856,1.4170808792114258,-0.21620085835456848,0.27381524443626404,0.0024799651000648737,0.04897276684641838,0.0,0.0
184,1125891444,0.0022978782653808594,1.4162415266036987,0.23273566365242004,0.23650547862052917,-0.002655882155522704,-0.05271809175610542,0.0,0.0
185,529454605,0.007445907685905695,1.4158546924591064,0.7541672587394714,0.21929532289505005,-0.008621105924248695,-0.17083019018173218,0.0,0.0
186,881468436,0.005593013949692249,1.4140783548355103,0.5664807558059692,0.1403551995754242,-0.006473959423601627,-0.12831637263298035,0.0,0.0
187,519090013,-0.00396804790943861,1.406916856765747,-0.4019377827644348,-0.1779220700263977,0.004604775924235582,0.09104485809803009,0.0,0.0
188,1945122004,0.007323741912841797,1.4091358184814453,0.7418100833892822,-0.07933199405670166,-0.008479702286422253,-0.16803106665611267,0.0,0.0
189,696915611,-0.005028820130974054,1.411788821220398,-0.5093837976455688,0.03860142081975937,0.00583396852016449,0.11538289487361908,0.0,0.0
190,1488107244,-0.0042053223587572575,1.4066375494003296,-0.42596378922462463,-0.19034889340400696,0.004879652988165617,0.09648706763982773,0.0,0.0
191,1286599432,-0.0015997886657714844,1.4165905714035034,-0.16207163035869598,0.25201958417892456,0.001860683667473495,0.03671162202954292,0.0,0.0
192,395508860,0.001605987548828125,1.4063767194747925,0.16264863312244415,-0.20192591845989227,-0.0018540980527177453,-0.03684229031205177,0.0,0.0
193,1782068829,0.006463813595473766,1.417673945426941,0.6547068357467651,0.30015048384666443,-0.007483247667551041,-0.148300901055336,0.0,0.0
