episode_index,reset_seed,stress_x0,stress_vx0,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6
13,1887175263,0.3542347662071468,-0.7755519613579693,0.3542347848415375,1.4040135145187378,-0.7755519151687622,-0.3069819509983063,0.0,0.0,0.0
14,297761393,0.6241589803389154,0.7035923321444961,0.624159038066864,1.420244812965393,0.7035923600196838,0.4144248962402344,0.0,0.0,0.0
15,241769223,-0.4749520156698468,0.7447119713721098,-0.4749520421028137,1.4221042394638062,0.7447119951248169,0.4970501661300659,0.0,0.0,0.0
16,233261862,0.3096782406536642,0.11150203171598783,0.30967825651168823,1.4190397262573242,0.1115020290017128,0.3608587384223938,0.0,0.0,0.0
17,1516995425,-0.28193259343587085,-0.34662923308560567,-0.2819325923919678,1.4193106889724731,-0.34662923216819763,0.3729107975959778,0.0,0.0,0.0
18,956231059,-0.60762760489231,0.1909497451968052,-0.6076276302337646,1.4037636518478394,0.19094975292682648,-0.3180655241012573,0.0,0.0,0.0
19,1399996587,0.21222360537534657,-0.684943690873606,0.212223619222641,1.4204936027526855,-0.684943675994873,0.4254935681819916,0.0,0.0,0.0
20,908945483,-0.11827502354519814,-0.5374624220437509,-0.11827506870031357,1.417558193206787,-0.5374624133110046,0.29501062631607056,0.0,0.0,0.0
21,988018957,0.38583769077910324,-0.4236334619919848,0.3858376443386078,1.4112741947174072,-0.42363348603248596,0.01572602614760399,0.0,0.0,0.0
22,1811609170,-0.014944834060701462,0.4014314007196569,-0.014944839291274548,1.412452220916748,0.4014314115047455,0.06809326261281967,0.0,0.0,0.0
23,1520953939,-0.5061916319993907,0.33022372183461224,-0.506191611289978,1.4186981916427612,0.3302237391471863,0.3456939160823822,0.0,0.0,0.0
24,1762306363,0.2817275644256805,0.3190221375159754,0.2817276120185852,1.4037550687789917,0.31902211904525757,-0.3184662461280823,0.0,0.0,0.0
25,1960256931,-0.7189071708888884,0.6149861151193801,-0.7189071774482727,1.4054908752441406,0.6149861216545105,-0.2412993311882019,0.0,0.0,0.0
26,261608047,0.7489634838871868,0.4833326301458569,0.7489635348320007,1.4047235250473022,0.48333263397216797,-0.2754206359386444,0.0,0.0,0.0
27,628052497,-0.03232247241838748,0.6532691350165067,-0.03232250362634659,1.4105772972106934,0.6532691717147827,-0.01523671392351389,0.0,0.0,0.0
28,2107186230,0.28348238470164167,-0.2245178935109149,0.2834823727607727,1.4139432907104492,-0.22451789677143097,0.1343676894903183,0.0,0.0,0.0
29,1280894744,0.5083128394913572,0.22282492940244603,0.5083128213882446,1.3995592594146729,0.22282493114471436,-0.5049285292625427,0.0,0.0,0.0
30,1308163710,0.6735223274355275,0.13101560923180067,0.6735223531723022,1.4152601957321167,0.1310156136751175,0.19289128482341766,0.0,0.0,0.0
31,12673048,0.5265057319774011,-0.24246225068272798,0.5265057682991028,1.413276195526123,-0.24246224761009216,0.10472235828638077,0.0,0.0,0.0
32,889932132,0.29033524798145915,0.28317140773337224,0.2903352677822113,1.3991751670837402,0.2831714153289795,-0.5220112800598145,0.0,0.0,0.0
33,1075134211,0.24298294564568335,-0.17094240326654453,0.24298295378684998,1.420161247253418,-0.17094239592552185,0.41070839762687683,0.0,0.0,0.0
34,865824620,0.3462273281455659,0.2501424855576584,0.34622734785079956,1.4159718751907349,0.25014248490333557,0.22449186444282532,0.0,0.0,0.0
35,1400560478,-0.6336645453238188,0.18964819551052836,-0.6336645483970642,1.4163192510604858,0.18964819610118866,0.23994950950145721,0.0,0.0,0.0
36,1099137468,0.7109058652839837,0.7216312993386012,0.7109058499336243,1.4205573797225952,0.7216312885284424,0.42832282185554504,0.0,0.0,0.0
37,308651950,0.42559168579291695,0.2357846419714904,0.4255916476249695,1.4082354307174683,0.235784649848938,-0.11932582408189774,0.0,0.0,0.0
38,2135886441,-0.6654574171235663,0.18511903557938292,-0.6654574275016785,1.400482416152954,0.18511903285980225,-0.4639063775539398,0.0,0.0,0.0
39,2123588507,-0.5021835868187218,0.5359752874149011,-0.5021835565567017,1.4017393589019775,0.5359752774238586,-0.40802958607673645,0.0,0.0,0.0
40,1731118266,0.19807980673665637,-0.4905350355739666,0.19807977974414825,1.416045904159546,-0.49053502082824707,0.22781063616275787,0.0,0.0,0.0
41,4716089,-0.6815091586887073,-0.7357415914776573,-0.6815091371536255,1.4170989990234375,-0.7357416152954102,0.2746068835258484,0.0,0.0,0.0
42,954698821,-0.7218379321864368,-0.4790963280577204,-0.7218379378318787,1.405221939086914,-0.47909632325172424,-0.2532700002193451,0.0,0.0,0.0
43,722439037,0.7658904363469257,-0.7621109943254482,0.7658904790878296,1.4034342765808105,-0.7621110081672668,-0.3327072262763977,0.0,0.0,0.0
44,143133740,0.12396920462527594,0.007922949090995446,0.1239691749215126,1.4038310050964355,0.007922949269413948,-0.3150598406791687,0.0,0.0,0.0
45,851876933,0.7519105025361827,-0.061882654377395596,0.7519105672836304,1.3993419408798218,-0.06188265606760979,-0.5145909190177917,0.0,0.0,0.0
46,1892204776,0.630088509908832,0.5050469741706161,0.6300884485244751,1.4065309762954712,0.5050469636917114,-0.19509103894233704,0.0,0.0,0.0
47,1103841343,-0.7821860321377465,-0.3856317236175789,-0.7821860313415527,1.4110187292099,-0.3856317400932312,0.004388477187603712,0.0,0.0,0.0
48,1871136645,-0.6123293413310109,-0.4221913697814884,-0.612329363822937,1.422240972518921,-0.4221913814544678,0.5031397938728333,0.0,0.0,0.0
49,368689141,-0.09502806519254003,-0.7695729553830587,-0.09502802044153214,1.4210513830184937,-0.7695729732513428,0.4502764344215393,0.0,0.0,0.0
50,711874407,-0.11122361910360323,0.16009776082948624,-0.11122360080480576,1.4180983304977417,0.16009776294231415,0.31903600692749023,0.0,0.0,0.0
51,1949523453,-0.6952842457731183,-0.3285833817730682,-0.6952842473983765,1.4040189981460571,-0.32858338952064514,-0.30671754479408264,0.0,0.0,0.0
52,965219006,-0.5624132406191221,-0.6149448756598814,-0.5624132752418518,1.4186561107635498,-0.6149448752403259,0.34382057189941406,0.0,0.0,0.0
53,608969183,0.7655549268720694,0.3877537268459852,0.7655550241470337,1.42225980758667,0.3877537250518799,0.503964900970459,0.0,0.0,0.0
54,174629327,0.23891783971678326,-0.6648886092581711,0.23891782760620117,1.4191510677337646,-0.6648886203765869,0.36580565571784973,0.0,0.0,0.0
55,529795964,-0.20731064633821217,0.25687384766457777,-0.20731063187122345,1.3988842964172363,0.25687384605407715,-0.5349504351615906,0.0,0.0,0.0
56,120278483,-0.2987629997857889,0.09589188871043142,-0.2987629771232605,1.4150209426879883,0.09589188545942307,0.1822533756494522,0.0,0.0,0.0
57,2011373962,0.24304802116094404,-0.4860819667988434,0.24304799735546112,1.417822003364563,-0.4860819876194,0.3067532777786255,0.0,0.0,0.0
58,1117234558,-0.2617367600885899,0.19192914983105747,-0.26173678040504456,1.417068362236023,0.1919291466474533,0.27325239777565,0.0,0.0,0.0
59,1707184565,-0.061834943969508616,-0.6197870349563379,-0.0618349090218544,1.4003751277923584,-0.6197870373725891,-0.4686615765094757,0.0,0.0,0.0
60,2024064892,0.1572353218332868,-0.7296590415526976,0.15723533928394318,1.4120349884033203,-0.7296590209007263,0.04952060431241989,0.0,0.0,0.0
61,2087047656,0.5706335368467024,0.29122348114187746,0.5706335306167603,1.408055067062378,0.2912234663963318,-0.1273348033428192,0.0,0.0,0.0
62,714619600,0.33333421420777576,0.5969874547178786,0.3333342671394348,1.417680025100708,0.5969874262809753,0.3004249036312103,0.0,0.0,0.0
63,1075806674,0.375463645417095,0.7963458481564789,0.37546366453170776,1.4146122932434082,0.7963458299636841,0.16409720480442047,0.0,0.0,0.0
64,1380583167,-0.4267224916657041,0.02121829164196465,-0.4267224669456482,1.3988372087478638,0.02121829055249691,-0.5370150804519653,0.0,0.0,0.0
65,1527789836,0.155954922325115,-0.4334357586698115,0.15595492720603943,1.4031606912612915,-0.4334357678890228,-0.34488803148269653,0.0,0.0,0.0
66,1377783636,-0.02994314170722956,-0.3916928653524844,-0.029943179339170456,1.401200532913208,-0.3916928768157959,-0.43198075890541077,0.0,0.0,0.0
67,282964358,0.5377939891637895,0.12399712564641341,0.5377939939498901,1.4105278253555298,0.12399712949991226,-0.0174387339502573,0.0,0.0,0.0
68,679598937,0.581459627598794,-0.2074566038444049,0.581459641456604,1.4094865322113037,-0.20745661854743958,-0.06371358036994934,0.0,0.0,0.0
69,964498172,0.48144761563490013,-0.6408803654783315,0.48144760727882385,1.4191985130310059,-0.6408803462982178,0.3679053485393524,0.0,0.0,0.0
70,538463003,0.6428054123795766,-0.734235069855314,0.6428054571151733,1.3996787071228027,-0.7342350482940674,-0.4996228516101837,0.0,0.0,0.0
71,569527992,0.4756121787514578,-0.060468326499778735,0.47561216354370117,1.3999946117401123,-0.06046832725405693,-0.48559820652008057,0.0,0.0,0.0
72,828003095,0.548805090342722,-0.5367396242133107,0.5488050580024719,1.421691656112671,-0.5367396473884583,0.4787406325340271,0.0,0.0,0.0
73,954833235,-0.37429998004353815,0.25759691361489856,-0.3743000030517578,1.4133780002593994,0.2575969099998474,0.10921367257833481,0.0,0.0,0.0
74,530674831,-0.5581952511889559,-0.40000882427912593,-0.5581952333450317,1.3989253044128418,-0.40000882744789124,-0.5330961346626282,0.0,0.0,0.0
75,268805063,0.022904763555020025,0.35441096499871994,0.0229047778993845,1.4128905534744263,0.35441094636917114,0.08755489438772202,0.0,0.0,0.0
76,386459433,-0.6762497287132563,0.43982588259221234,-0.6762497425079346,1.4054523706436157,0.4398258626461029,-0.24302761256694794,0.0,0.0,0.0
77,1842675722,-0.2823771170043342,-0.5834226853392572,-0.28237709403038025,1.4052101373672485,-0.5834227204322815,-0.25378111004829407,0.0,0.0,0.0
78,215035549,-0.004512846275042781,-0.7726920947986236,-0.004512882325798273,1.4038057327270508,-0.772692084312439,-0.31621047854423523,0.0,0.0,0.0
79,839465270,-0.09882892300138502,-0.5073094761012849,-0.09882888942956924,1.4032657146453857,-0.5073094964027405,-0.34022101759910583,0.0,0.0,0.0
80,609512609,0.1836918208903755,0.599393775388215,0.18369178473949432,1.4076405763626099,0.5993937849998474,-0.14577431976795197,0.0,0.0,0.0
81,1146558410,-0.4416988323260405,0.2774488127105088,-0.4416988492012024,1.4075343608856201,0.277448832988739,-0.150483176112175,0.0,0.0,0.0
82,1891899470,0.27481085765357927,-0.5002314589601231,0.27481088042259216,1.4196172952651978,-0.5002314448356628,0.3865338861942291,0.0,0.0,0.0
83,1915251784,0.4698919132815895,0.359462474972871,0.4698919355869293,1.399902105331421,0.3594624698162079,-0.4897068738937378,0.0,0.0,0.0
84,1313639606,0.16684189511479863,-0.25406605739847576,0.16684189438819885,1.4030736684799194,-0.2540660500526428,-0.3487415015697479,0.0,0.0,0.0
85,695909292,0.2986435681511259,0.7644415499860899,0.2986435890197754,1.4067047834396362,0.7644415497779846,-0.18734484910964966,0.0,0.0,0.0
86,657540159,0.6992600075275288,-0.18398003570492505,0.6992599368095398,1.4147183895111084,-0.1839800328016281,0.16879156231880188,0.0,0.0,0.0
87,1508100295,0.35543051325585306,-0.7545049947944019,0.3554305136203766,1.4112002849578857,-0.7545050382614136,0.012448746711015701,0.0,0.0,0.0
88,226019867,-0.688761050613851,-0.7357103344425732,-0.6887610554695129,1.4107885360717773,-0.7357103228569031,-0.0058434586971998215,0.0,0.0,0.0
89,667780743,0.16035602738759758,0.37837257245033484,0.1603560447692871,1.4088196754455566,0.37837257981300354,-0.09338048100471497,0.0,0.0,0.0
90,498383730,-0.48177126426045885,0.2593120664883162,-0.4817712903022766,1.4037328958511353,0.25931206345558167,-0.31942954659461975,0.0,0.0,0.0
91,588981715,-0.595677041887833,-0.26945984832527603,-0.5956770181655884,1.422079086303711,-0.2694598436355591,0.4959498345851898,0.0,0.0,0.0
92,742924764,-0.06314849223837837,0.6615229644269982,-0.06314849853515625,1.4162870645523071,0.6615229845046997,0.23851533234119415,0.0,0.0,0.0
93,2053789632,0.24910316879645866,-0.4730072906191959,0.24910315871238708,1.4121785163879395,-0.47300729155540466,0.055904921144247055,0.0,0.0,0.0
94,1243069214,-0.46415885145200453,0.2867266290306443,-0.4641588628292084,1.4047658443450928,0.28672662377357483,-0.2735320031642914,0.0,0.0,0.0
95,432678313,-0.6379649153867981,-0.5340987836177629,-0.6379649043083191,1.412630558013916,-0.534098744392395,0.07600191235542297,0.0,0.0,0.0
96,634649199,0.41127841185599,0.10076049473342563,0.4112784266471863,1.3986880779266357,0.10076049715280533,-0.5436527132987976,0.0,0.0,0.0
97,37235637,-0.15366513515072222,-0.5458645822764636,-0.15366515517234802,1.4219698905944824,-0.5458645820617676,0.4910980761051178,0.0,0.0,0.0
98,1305772342,-0.04284750017230243,-0.41837801612877823,-0.042847536504268646,1.4181913137435913,-0.4183780252933502,0.32314732670783997,0.0,0.0,0.0
99,1165275128,0.10963159187510185,0.1768514816337795,0.10963163524866104,1.4077186584472656,0.17685148119926453,-0.1422761231660843,0.0,0.0,0.0
100,583811102,-0.5331419118387264,-0.3605387171832284,-0.5331419110298157,1.415700078010559,-0.3605387210845947,0.21243537962436676,0.0,0.0,0.0
101,1168068246,-0.23907704523296136,-0.6608540641876579,-0.23907704651355743,1.4193317890167236,-0.6608540415763855,0.37384361028671265,0.0,0.0,0.0
102,555937879,0.13572456985009396,-0.630101723304181,0.13572454452514648,1.421754002571106,-0.63010174036026,0.48150303959846497,0.0,0.0,0.0
103,800230316,-0.17793783717539857,0.21381979588451228,-0.17793779075145721,1.4131580591201782,0.21381978690624237,0.09946134686470032,0.0,0.0,0.0
104,1458649717,0.5971295424403971,0.19950847182520803,0.5971295237541199,1.3989859819412231,0.19950847327709198,-0.5304185748100281,0.0,0.0,0.0
105,1478023289,0.5898386835757641,-0.1890544118151365,0.5898386836051941,1.4166791439056396,-0.18905441462993622,0.2559516131877899,0.0,0.0,0.0
106,952651705,0.3487537418097435,0.44055192392512654,0.34875375032424927,1.413679599761963,0.44055190682411194,0.1226457878947258,0.0,0.0,0.0
107,621463961,0.5568542156294849,0.7654713350270288,0.556854248046875,1.3987325429916382,0.765471339225769,-0.5416820645332336,0.0,0.0,0.0
108,1251300265,0.2868850998347334,0.256860201313748,0.2868850827217102,1.4018992185592651,0.2568601965904236,-0.4009547829627991,0.0,0.0,0.0
109,413166735,0.44642003888793336,0.7797506099614333,0.44642001390457153,1.4090662002563477,0.779750645160675,-0.08240700513124466,0.0,0.0,0.0
110,78844491,-0.5462239590533189,-0.6539436239246452,-0.5462239980697632,1.3996822834014893,-0.653943657875061,-0.49947530031204224,0.0,0.0,0.0
111,288548080,-0.538981463135606,-0.31020025316444483,-0.5389814972877502,1.3996973037719727,-0.3102002739906311,-0.49878814816474915,0.0,0.0,0.0
112,1758747646,-0.046182822298037385,-0.6230901454269168,-0.046182822436094284,1.4049057960510254,-0.6230901479721069,-0.26730164885520935,0.0,0.0,0.0
113,60265409,-0.642644562088943,0.7471712289250205,-0.6426445841789246,1.405250906944275,0.7471712231636047,-0.25195935368537903,0.0,0.0,0.0
114,721080364,0.4890068343300287,0.6318653804622243,0.48900681734085083,1.4201819896697998,0.631865382194519,0.4116284251213074,0.0,0.0,0.0
115,229601205,-0.04340651016170427,0.006701387552059956,-0.04340648651123047,1.4073681831359863,0.006701387465000153,-0.15788452327251434,0.0,0.0,0.0
116,1515063585,0.3789731248457491,0.06653100758416675,0.3789730966091156,1.4100804328918457,0.06653100997209549,-0.03733230009675026,0.0,0.0,0.0
117,582664441,0.3680396596307842,-0.37741536291127425,0.36803969740867615,1.4086668491363525,-0.37741535902023315,-0.10014821588993073,0.0,0.0,0.0
118,1930167067,-0.07039115777033655,-0.7107298414892114,-0.07039117813110352,1.4120564460754395,-0.7107298374176025,0.05050482600927353,0.0,0.0,0.0
119,1027610996,0.10991154257226854,0.29341292730495505,0.10991153866052628,1.4154481887817383,0.2934129238128662,0.20124171674251556,0.0,0.0,0.0
120,2058213044,0.7606097112903085,0.346745327403575,0.7606096267700195,1.399579405784607,0.3467453122138977,-0.5040515661239624,0.0,0.0,0.0
121,739874895,0.5399743648656903,-0.7911594607336001,0.5399743914604187,1.398529291152954,-0.791159451007843,-0.5507039427757263,0.0,0.0,0.0
122,594460151,-0.33031763066024844,-0.77121991200114,-0.3303176462650299,1.3982371091842651,-0.7712199091911316,-0.5636916756629944,0.0,0.0,0.0
123,9883956,0.6724687780922187,-0.10835540036279967,0.6724687814712524,1.4189362525939941,-0.10835540294647217,0.35626375675201416,0.0,0.0,0.0
124,2050880929,0.6639015868218148,-0.0352055414629614,0.6639015078544617,1.421402931213379,-0.03520553931593895,0.4659067988395691,0.0,0.0,0.0
125,749775730,0.3735006384485615,-0.07370571992454455,0.37350064516067505,1.4074618816375732,-0.07370571792125702,-0.15369831025600433,0.0,0.0,0.0
126,1664184446,0.619066484493163,-0.4523378774717749,0.6190664172172546,1.421260118484497,-0.4523378908634186,0.4595550298690796,0.0,0.0,0.0
127,1005736261,0.08741614047096391,-0.024830988680740185,0.08741617202758789,1.4136555194854736,-0.02483098767697811,0.12155661731958389,0.0,0.0,0.0
128,537036580,0.5846828742999741,0.25499064107224,0.584682822227478,1.4147617816925049,0.2549906373023987,0.17073296010494232,0.0,0.0,0.0
129,828663290,-0.253714911388613,-0.6359902289040882,-0.2537148892879486,1.4010428190231323,-0.6359902620315552,-0.4389859139919281,0.0,0.0,0.0
130,1427199343,0.7288081070400194,-0.7874862333529533,0.7288080453872681,1.4101201295852661,-0.78748619556427,-0.03555484861135483,0.0,0.0,0.0
131,761445496,-0.3124808715675098,-0.5103700690323306,-0.3124808669090271,1.4178563356399536,-0.5103700757026672,0.3082467317581177,0.0,0.0,0.0
132,2057742878,-0.7217023861128724,0.09785023530462522,-0.7217023968696594,1.4023141860961914,0.09785023331642151,-0.3824881613254547,0.0,0.0,0.0
133,1654955899,-0.7256631140989298,-0.46874555752523134,-0.7256631255149841,1.415399432182312,-0.46874555945396423,0.19907896220684052,0.0,0.0,0.0
134,999665527,0.4966752716714369,0.05562306021589358,0.4966753125190735,1.3983230590820312,0.05562306195497513,-0.5598989725112915,0.0,0.0,0.0
135,1601570055,0.6867504087456322,0.6752252955950029,0.6867504119873047,1.3983286619186401,0.6752253174781799,-0.5596347451210022,0.0,0.0,0.0
136,12271510,0.7586242798874361,-0.402043100865807,0.758624255657196,1.4117618799209595,-0.40204310417175293,0.03741348907351494,0.0,0.0,0.0
137,1787728803,0.6513732406768229,0.08055444474143414,0.6513732671737671,1.40121591091156,0.08055444061756134,-0.4312930703163147,0.0,0.0,0.0
138,1945554712,-0.6337147940102414,-0.08934234405539387,-0.6337147951126099,1.401173710823059,-0.08934234082698822,-0.4331863820552826,0.0,0.0,0.0
139,628675380,0.39661592626736164,0.6489549688107601,0.3966158926486969,1.4179966449737549,0.6489549875259399,0.31451216340065,0.0,0.0,0.0
140,485269103,-0.7275371356984585,0.7231857299170599,-0.7275371551513672,1.4155163764953613,0.7231857180595398,0.20428116619586945,0.0,0.0,0.0
141,1372997985,0.16580837523985448,0.7292308767834372,0.16580839455127716,1.4144519567489624,0.7292308807373047,0.15694715082645416,0.0,0.0,0.0
142,89323474,0.5098590261835696,-0.7331426647843682,0.5098589658737183,1.4190280437469482,-0.7331426739692688,0.3603495657444,0.0,0.0,0.0
143,1586705974,0.1633229686280524,-0.31560078009041403,0.16332292556762695,1.4161138534545898,-0.31560078263282776,0.23083096742630005,0.0,0.0,0.0
144,391638893,-0.25875336130628246,-0.4103158655687075,-0.25875335931777954,1.4106254577636719,-0.4103158414363861,-0.013099257834255695,0.0,0.0,0.0
145,1169248461,-0.00375674568507256,-0.11820128342866743,-0.0037567138206213713,1.3990787267684937,-0.11820127815008163,-0.5262924432754517,0.0,0.0,0.0
146,1148949906,0.774064677538737,-0.2440404540794079,0.7740646600723267,1.4017233848571777,-0.24404045939445496,-0.4087430536746979,0.0,0.0,0.0
147,1856387900,-0.643122439113669,0.42166666852079415,-0.6431224346160889,1.4142229557037354,0.42166668176651,0.1467881202697754,0.0,0.0,0.0
148,1452815149,0.5716706383291053,0.5711402319382242,0.571670651435852,1.4216134548187256,0.5711402297019958,0.4752623736858368,0.0,0.0,0.0
149,118590695,0.4516193292165809,-0.7510892408176494,0.45161932706832886,1.400402307510376,-0.7510892152786255,-0.4674531817436218,0.0,0.0,0.0
150,816655702,0.04038334384535136,0.03799244776393529,0.040383338928222656,1.406595230102539,0.0379924476146698,-0.19221998751163483,0.0,0.0,0.0
151,1777571204,-0.5720678157203738,0.7842377865723249,-0.5720678567886353,1.4030125141143799,0.7842377424240112,-0.3514474630355835,0.0,0.0,0.0
152,25063030,-0.15265363453797887,-0.4109576978653129,-0.15265360474586487,1.4205918312072754,-0.4109577238559723,0.4298594892024994,0.0,0.0,0.0
153,1360549999,0.25394197585135947,-0.26183051888330056,0.25394201278686523,1.417734146118164,-0.26183050870895386,0.3028296232223511,0.0,0.0,0.0
154,1128058892,-0.1758357454894114,0.5488792071264352,-0.17583569884300232,1.4102730751037598,0.5488792061805725,-0.028786545619368553,0.0,0.0,0.0
155,1835097532,0.7586222464231029,0.030468171185417114,0.7586221694946289,1.4186208248138428,0.03046817146241665,0.34222620725631714,0.0,0.0,0.0
156,131059846,-0.7198630940349532,0.01700610427057292,-0.7198631167411804,1.4101179838180542,0.017006102949380875,-0.03564856946468353,0.0,0.0,0.0
157,1371903228,-0.5083506867492661,-0.28280333169339367,-0.5083507299423218,1.4049988985061646,-0.28280332684516907,-0.2631661593914032,0.0,0.0,0.0
158,1386590529,-0.08254830947747549,0.1506704319905111,-0.08254833519458771,1.404302954673767,0.15067043900489807,-0.2941065728664398,0.0,0.0,0.0
159,1177456203,0.6271092924524149,0.2439727448435265,0.6271093487739563,1.4207842350006104,0.2439727485179901,0.4383884072303772,0.0,0.0,0.0
160,882685052,-0.0070612750272947,0.7258549894100703,-0.007061290554702282,1.4038350582122803,0.7258549928665161,-0.3148924708366394,0.0,0.0,0.0
161,867409381,-0.03918418839505833,0.4231763371577617,-0.03918419033288956,1.4140597581863403,0.4231763482093811,0.13951978087425232,0.0,0.0,0.0
162,241021414,0.049857288805124744,0.09015325321754752,0.049857329577207565,1.4095417261123657,0.09015325456857681,-0.06126273423433304,0.0,0.0,0.0
163,674548240,-0.5211817722674714,-0.41807782150685374,-0.5211817622184753,1.4026724100112915,-0.4180777966976166,-0.3665650486946106,0.0,0.0,0.0
164,783109940,-0.11216993031713562,0.5439444942494327,-0.11216993629932404,1.4181205034255981,0.5439444780349731,0.320018470287323,0.0,0.0,0.0
165,2026472473,-0.4402958690510255,-0.14929811803230586,-0.44029587507247925,1.4017517566680908,-0.14929811656475067,-0.4074792265892029,0.0,0.0,0.0
166,1224070920,-0.530602769972577,0.3964277971450876,-0.5306028127670288,1.4020177125930786,0.39642781019210815,-0.39568203687667847,0.0,0.0,0.0
167,856913638,-0.36996364524795383,-0.6935202575154105,-0.3699636459350586,1.4113318920135498,-0.6935202479362488,0.01828078180551529,0.0,0.0,0.0
168,626537496,-0.31330881411199063,-0.16877210773845375,-0.31330880522727966,1.4185243844985962,-0.1687721163034439,0.3379545211791992,0.0,0.0,0.0
169,154517276,0.23947887132463763,-0.2789517943301988,0.23947887122631073,1.4026888608932495,-0.2789517939090729,-0.3658308684825897,0.0,0.0,0.0
170,916885238,0.681567539205538,0.0784272968435038,0.6815675497055054,1.3989334106445312,0.07842729985713959,-0.5327603816986084,0.0,0.0,0.0
171,515494164,-0.3965284829877733,-0.48375595677665423,-0.3965284824371338,1.4023784399032593,-0.4837559759616852,-0.37962663173675537,0.0,0.0,0.0
172,1344467073,0.47062347487028267,-0.17494766138474738,0.4706234931945801,1.4003236293792725,-0.17494766414165497,-0.4709596335887909,0.0,0.0,0.0
173,743363182,-0.3483453172574391,-0.6589422724589733,-0.3483453392982483,1.4118634462356567,-0.6589422821998596,0.04192282631993294,0.0,0.0,0.0
174,1926328121,0.21087803790109882,0.3088467157752903,0.21087798476219177,1.4130535125732422,0.30884671211242676,0.09479059278964996,0.0,0.0,0.0
175,1395484617,-0.75395305056304,-0.7013819811212744,-0.7539530396461487,1.4000322818756104,-0.7013819813728333,-0.483916699886322,0.0,0.0,0.0
176,126288124,-0.4050919827966606,-0.2957889334783168,-0.4050920009613037,1.4139362573623657,-0.2957889437675476,0.13402095437049866,0.0,0.0,0.0
177,244472222,0.7720641125857615,-0.7519541010342785,0.7720640301704407,1.4055092334747314,-0.7519540786743164,-0.2405189424753189,0.0,0.0,0.0
178,624263177,0.22630128497168855,-0.3651439533540991,0.22630128264427185,1.4201762676239014,-0.36514395475387573,0.41136276721954346,0.0,0.0,0.0
179,1916746531,-0.025165419787177234,-0.7175710049426014,-0.025165462866425514,1.403645634651184,-0.7175710201263428,-0.3233078718185425,0.0,0.0,0.0
180,1882517521,-0.75224315482422,0.39294192876540235,-0.752243161201477,1.4180011749267578,0.3929419219493866,0.31469547748565674,0.0,0.0,0.0
181,893071467,0.7215900726594378,-0.08247781058571779,0.7215900421142578,1.4076147079467773,-0.08247780799865723,-0.14692115783691406,0.0,0.0,0.0
182,171120969,0.4958995813512155,0.44010204830772315,0.49589958786964417,1.4054944515228271,0.4401020407676697,-0.24115696549415588,0.0,0.0,0.0
183,790228919,0.17453944408810362,0.5669267230534263,0.1745394766330719,1.407118797302246,0.5669267177581787,-0.16897134482860565,0.0,0.0,0.0
184,1786810991,-0.2662984806752603,-0.31792215501059645,-0.26629847288131714,1.4091541767120361,-0.3179221749305725,-0.07848764210939407,0.0,0.0,0.0
185,52965927,-0.5877681029701481,-0.5280170340599697,-0.5877681374549866,1.4011636972427368,-0.5280170440673828,-0.4336225688457489,0.0,0.0,0.0
